id,x,y,dir_x,dir_y
217,5.888878,93.758934,0.782824,-0.622243
218,94.399788,52.498177,0.462539,0.886599
219,39.985622,52.784023,-0.392387,0.919800
220,45.847946,36.801243,-0.613845,-0.789427
221,54.950851,57.841080,0.989483,0.144648
222,35.188534,11.097930,0.111070,0.993813
223,83.884575,98.065147,-0.260602,-0.965446
224,34.080627,21.228136,0.516680,-0.856179
225,47.735409,96.952324,-0.422666,-0.906286
226,40.093956,97.165512,0.879555,-0.475797
227,66.223068,97.659439,0.020907,0.999781
228,21.445063,34.884987,-0.750238,0.661168
229,45.209469,42.321613,-0.590113,-0.807321
230,48.985458,51.052166,0.867839,-0.496846
231,24.665434,36.671585,-0.616786,0.787131
232,45.763275,37.559258,0.913057,0.407832
233,59.575996,79.794426,0.999173,-0.040666
234,69.004036,4.564461,-0.841678,0.539980
235,9.590375,77.683304,0.270342,-0.962764
236,74.279617,81.716133,-0.300099,0.953908
237,54.444557,83.786751,0.856721,-0.515779
238,88.770378,37.581951,-0.050598,0.998719
239,93.509323,77.378563,0.974747,0.223313
240,42.684334,37.051575,0.227363,-0.973810
241,13.068333,14.745631,-0.555071,-0.831803
242,97.341583,5.132214,-0.792029,-0.610483
243,90.464516,6.676543,-0.659095,-0.752059
244,96.285278,82.780876,0.341217,-0.939985
245,36.877590,70.655846,0.989578,0.143996
246,10.834420,30.416523,-0.986468,0.163953
247,8.014997,68.017677,-0.235915,0.971774
248,62.602287,71.717522,-0.740914,0.671600
249,76.907104,13.722058,0.683260,-0.730175
250,29.207249,74.788757,0.749017,0.662551
251,61.136806,52.262192,-0.760884,0.648888
252,23.142784,81.614075,-0.642173,0.766560
253,62.221695,6.212925,-0.815511,-0.578741
254,29.784077,17.844778,0.092455,-0.995717
255,38.985825,49.025921,0.992967,-0.118393
256,20.189537,67.668846,-0.440358,0.897822
257,50.846462,6.336190,-0.882835,0.469683
258,49.477673,70.317108,-0.518852,0.854864
259,94.514275,12.363214,-0.079126,-0.996865
260,22.086981,81.889122,-0.585319,0.810803
261,75.114662,46.762993,0.836258,0.548336
262,17.666857,72.645111,-0.999440,0.033468
263,19.096184,14.870737,-0.513448,-0.858121
264,58.009045,9.917109,0.683667,0.729794
265,42.780094,23.341185,-0.607145,0.794591
266,37.482025,15.726248,-0.714324,0.699815
267,42.997223,83.884315,-0.710523,-0.703674
268,66.230797,54.963192,-0.250446,0.968130
269,46.769619,39.932323,0.956706,-0.291057
270,38.978825,90.284790,-0.996033,0.088989
271,79.167625,95.575035,0.732543,0.680721
272,88.354912,12.709519,0.453707,-0.891151
273,85.350716,61.456795,-0.553804,-0.832647
274,43.276142,43.611858,0.988585,-0.150666
275,10.155713,18.345413,-0.918234,-0.396037
276,12.078377,19.429222,0.196482,-0.980507
277,25.962521,2.205604,0.348573,0.937281
278,93.172096,85.687332,-0.900835,0.434162
279,79.069221,7.320330,-0.385061,0.922891
280,31.540588,8.417619,0.980534,0.196349
281,90.540161,35.542370,-0.439331,-0.898325
282,20.564657,30.214464,-0.953513,0.301353
283,98.562553,20.687937,-0.923877,-0.382690
284,86.766129,68.389137,-0.060456,-0.998171
285,72.767738,53.076637,0.815665,0.578525
286,70.908905,34.798088,-0.594126,0.804372
287,50.540581,26.474306,-0.768483,-0.639870
288,6.170889,70.476562,0.860800,-0.508944
289,53.841225,4.606116,-0.638193,0.769877
290,60.292042,76.607826,0.921467,-0.388457
291,35.228874,44.485020,-0.371956,0.928251
292,73.014679,15.615222,-0.818525,0.574471
293,23.525143,48.582890,-0.827077,0.562088
294,8.394877,96.028069,0.735831,-0.677165
295,32.493961,74.267387,0.534010,0.845478
296,66.580841,87.017380,0.085834,0.996310
297,11.037919,91.588684,0.729265,0.684231
298,74.944359,95.527336,0.250109,0.968218
299,56.188084,11.803883,0.371362,-0.928488
300,55.150017,76.989685,0.244819,0.969569
301,91.987602,54.805798,-0.861076,-0.508475
302,95.157074,20.247433,-0.987491,-0.157673
303,34.528065,27.372353,-0.721470,-0.692445
304,96.822441,52.524803,0.348255,-0.937400
305,75.154358,27.060444,-0.793710,0.608297
306,56.101746,55.884571,-0.685008,0.728536
307,6.861591,55.803326,0.460771,-0.887519
308,8.117174,75.498375,-0.540847,-0.841121
309,62.571762,2.324210,0.795664,0.605739
310,32.172119,32.084713,-0.279812,0.960055
311,58.295044,92.891258,-0.847374,-0.530997
312,29.692493,60.277298,-0.915875,0.401463
313,22.478508,13.363596,-0.581177,-0.813777
314,78.400887,6.543093,-0.999003,-0.044648
315,60.142467,79.883011,0.935325,0.353790
316,52.506618,81.747772,-0.999994,0.003544
317,13.400477,28.049274,-0.997054,0.076701
318,55.997692,85.845459,0.980012,-0.198937
319,68.943695,31.920958,0.906452,0.422309
320,21.606489,74.862373,0.731206,0.682156
321,11.198653,25.815937,-0.581458,0.813577
322,43.177269,96.460510,-0.523501,-0.852025
323,1.674461,25.365068,0.979096,-0.203399
324,39.865196,40.833405,-0.698103,-0.715997
325,11.120009,77.830299,-0.513133,-0.858309
326,65.655182,96.536743,0.208798,0.977959
327,41.497253,55.664482,-0.778162,0.628064
328,21.772388,78.043953,0.435487,0.900195
329,12.179713,30.145060,-0.999710,0.024066
330,47.540974,34.871887,-0.878009,0.478644
331,42.558506,74.965775,0.785490,0.618875
332,73.374306,37.262260,0.141223,0.989978
333,79.809700,76.984940,-0.835709,-0.549173
334,22.284195,93.372635,-0.980847,-0.194780
335,1.727753,85.316795,-0.358166,-0.933658
336,91.314827,13.226275,0.197615,-0.980280
337,63.830364,40.191830,0.760765,0.649027
338,49.070744,93.854309,-0.861197,-0.508272
339,83.449181,24.791683,0.971332,0.237727
340,39.658203,15.406721,0.789537,0.613703
341,79.538254,26.423143,-0.982350,0.187049
342,96.704796,18.243446,-0.998654,-0.051874
343,75.139168,28.317549,-0.999967,-0.008184
344,55.456772,47.318935,0.947527,0.319676
345,31.244654,79.572487,-0.600494,-0.799629
346,71.579651,76.153786,-0.804370,0.594128
347,53.386227,3.327021,-0.151621,-0.988439
348,76.114967,93.337769,-0.879162,-0.476523
349,89.642990,74.613571,0.465190,-0.885211
350,67.374397,74.128151,0.311227,0.950336
351,81.039810,41.417210,-0.736384,-0.676564
352,99.533470,77.585098,0.933564,-0.358410
353,75.772919,31.490505,-0.899048,-0.437851
354,5.292674,86.354874,0.533023,-0.846101
355,16.943382,83.436928,0.803375,-0.595473
356,39.808029,96.306534,0.977045,-0.213032
357,84.469154,20.610113,0.947422,0.319987
358,92.435966,28.335154,-0.880053,-0.474876
359,14.074258,74.532928,0.982721,-0.185095
360,42.926476,3.111944,0.740209,0.672377
361,42.505363,80.250008,0.989642,-0.143558
362,80.452927,94.156342,0.067979,0.997687
363,19.528170,46.984600,0.976097,-0.217335
364,55.053257,82.534630,-0.999677,-0.025409
365,79.659157,55.171467,0.974170,0.225815
366,42.088875,78.452637,0.965036,0.262118
367,81.808228,58.576145,-0.634158,-0.773204
368,37.039196,91.047234,0.998078,0.061965
369,79.558815,39.494370,0.133071,-0.991106
370,19.513105,51.764088,-0.726660,-0.686997
371,52.276485,94.419731,0.315795,-0.948827
372,18.465086,19.725353,0.129729,-0.991549
373,74.390976,11.213095,-0.743343,-0.668911
374,70.842575,50.072075,-0.689624,0.724168
375,35.071766,6.316302,0.350306,0.936635
376,18.319281,84.651756,-0.318946,-0.947773
377,77.026764,86.057739,0.636251,0.771482
378,19.822273,79.164162,-0.316365,-0.948638
379,2.817648,97.674347,0.868734,-0.495278
380,6.567782,52.051857,-0.922628,-0.385692
381,29.737459,64.603447,-0.134985,0.990848
382,90.393913,45.069405,0.989719,-0.143023
383,34.239101,73.798721,0.999999,0.001728
384,67.651421,24.255402,-0.620352,0.784324
385,21.048649,64.913712,-0.284442,-0.958693
386,22.971384,44.025326,0.215434,0.976518
387,81.724831,20.142035,0.637247,0.770659
388,11.492633,88.852173,-0.217073,-0.976155
389,84.930420,97.701050,-0.566037,-0.824380
390,91.988358,96.726143,-0.536328,0.844010
391,7.428833,36.445145,-0.982006,-0.188848
392,82.655640,96.400078,0.004414,-0.999990
393,23.625368,84.990189,-0.170640,-0.985333
394,45.344593,36.064213,0.956692,0.291103
395,5.287242,36.792095,0.988475,-0.151382
396,69.809219,26.532333,-0.541361,0.840790
397,14.687832,28.180305,-0.441551,0.897236
398,94.014175,35.669189,-0.799149,-0.601133
399,95.742828,54.866535,-0.614449,0.788957
400,37.102520,18.636343,0.308510,0.951221
401,7.190550,10.915037,-0.992797,-0.119807
402,48.371758,5.015302,0.731401,0.681947
403,22.268078,92.584862,-0.607836,-0.794062
404,90.755905,41.148720,-0.679629,0.733556
405,78.681694,4.448818,-0.972598,-0.232494
406,67.262169,73.902924,-0.045454,0.998967
407,44.015240,89.185951,0.031128,-0.999515
408,74.523781,93.011299,0.644641,-0.764486
409,24.910423,62.154709,0.284999,-0.958528
410,89.637894,32.159958,0.707982,0.706230
411,1.073747,61.316696,0.969419,0.245412
412,64.522690,54.751667,0.232303,-0.972643
413,21.568373,2.807951,0.544315,-0.838881
414,10.783257,79.592781,-0.526990,-0.849871
415,9.927202,5.705801,-0.143655,-0.989628
416,94.655045,12.816253,0.256099,-0.966650
417,13.278640,71.083000,0.687584,0.726105
418,86.020134,97.047073,-0.164064,-0.986450
419,2.934546,91.937378,0.470194,-0.882563
420,14.943392,45.295547,0.993975,-0.109605
421,10.186315,37.058014,0.533510,-0.845794
422,46.962036,30.974524,-0.376283,0.926505
423,70.265862,25.438168,-0.999308,-0.037192
424,75.016388,85.188667,0.956652,0.291234
425,49.781979,14.981079,-0.193074,-0.981184
426,10.987709,46.474659,0.618979,0.785408
427,14.522283,29.759960,0.083353,-0.996520
428,37.909164,82.701134,0.965252,-0.261322
429,84.892433,41.288128,0.745174,-0.666870
430,11.136206,54.403095,-0.994063,-0.108804
431,57.160851,22.937021,0.790500,-0.612462
432,64.822250,85.845009,0.996577,0.082669
433,20.118114,71.167503,-0.400080,0.916480
434,10.725325,1.827801,0.835930,0.548835
435,40.416779,9.191168,0.837006,0.547193
436,12.458188,56.716202,0.073579,-0.997289
437,97.530602,57.456547,-0.984491,0.175438
438,59.759007,62.446056,0.761597,0.648051
439,23.463453,23.253693,-0.710245,-0.703955
440,37.089893,13.371763,-0.422871,0.906190
441,37.492439,87.017235,0.869203,0.494456
442,75.199242,73.099785,0.735162,0.677891
443,96.386810,83.142418,0.645883,0.763436
444,80.771866,46.983585,-0.367533,-0.930010
445,1.630484,71.800705,0.100022,-0.994985
446,38.775875,74.623955,-0.019812,0.999804
447,39.391705,53.015911,0.079585,0.996828
448,92.048767,90.540680,-0.992346,0.123485
449,7.616421,84.785019,0.655169,-0.755482
450,95.600586,39.630898,0.962912,-0.269815
451,17.113943,57.254848,0.138703,0.990334
452,55.726929,80.927391,0.623412,-0.781894
453,85.944046,24.545820,-0.805653,-0.592387
454,46.495811,8.111036,0.720753,-0.693192
455,19.388828,33.816734,-0.799745,-0.600340
456,55.144054,66.262215,-0.872162,-0.489217
457,61.419456,95.563271,-0.755634,0.654995
458,97.644783,76.907654,0.516448,-0.856319
459,65.813606,41.461815,0.986011,-0.166680
460,68.975410,88.102043,-0.842257,0.539077
461,27.715807,44.416405,-0.995076,-0.099111
462,71.787170,97.406883,0.380516,0.924774
463,50.443401,24.155499,-0.399776,0.916613
464,39.914852,54.685791,0.927691,0.373349
465,65.171646,61.086945,-0.936212,0.351435
466,94.115204,24.255817,0.727320,0.686298
467,81.263062,13.043967,0.454291,-0.890853
468,6.336082,36.177662,0.523294,-0.852152
469,55.416935,5.553631,-0.993532,0.113552
470,24.353123,91.009926,0.153072,0.988215
471,86.200584,81.852455,-0.726123,0.687564
472,76.849174,19.726221,0.197712,-0.980260
473,73.868095,78.685860,-0.920243,0.391347
474,50.146408,66.100288,-0.275642,-0.961260
475,59.822426,52.869938,-0.813823,0.581113
476,28.560406,49.807007,0.666480,0.745523
477,67.999435,2.189793,-0.443349,0.896349
478,43.886089,56.616879,-0.918645,0.395085
479,27.274420,75.468643,0.249763,0.968307
480,19.220825,57.128696,-0.731583,0.681752
481,70.720337,69.473351,-0.564586,0.825374
482,12.731127,51.969688,0.907718,-0.419580
483,24.821390,58.396767,0.224216,0.974539
484,93.082977,27.530367,-0.948296,-0.317388
485,13.576159,73.302559,0.108874,-0.994056
486,52.269882,28.655752,-0.999946,-0.010441
487,58.843307,86.882866,-0.549296,0.835628
488,80.397209,81.704857,0.981412,0.191914
489,42.591984,57.020283,-0.983093,0.183108
490,67.221130,10.675426,-0.414151,-0.910208
491,49.978191,51.122169,0.999359,0.035799
492,65.056793,39.586761,0.998650,0.051938
493,52.906834,83.025116,0.941218,-0.337799
494,56.205730,23.539883,0.203144,0.979149
495,39.198582,94.437859,0.890645,0.454699
496,95.592773,29.332640,-0.242282,0.970206
497,27.513943,22.356211,0.100615,-0.994926
498,87.931953,32.806614,-0.999503,-0.031522
499,76.563629,30.480047,-0.416780,0.909007
500,7.359860,84.098579,-0.584787,-0.811187
501,23.527115,91.648384,-0.671783,-0.740748
502,78.873489,37.938480,0.592475,0.805589
503,46.748615,40.074951,-0.848611,-0.529017
504,10.283628,84.415085,0.939412,0.342789
505,16.972725,82.524879,-0.649962,-0.759966
506,25.970261,19.073067,-0.667791,-0.744349
507,57.396885,63.752693,0.155124,-0.987895
508,6.751576,44.221004,0.887194,-0.461397
509,63.894222,43.257652,0.147526,0.989058
510,28.495623,19.975172,-0.135702,0.990750
511,86.038513,90.123108,-0.827462,-0.561521
512,4.976150,35.699631,-0.996979,0.077674
513,81.802902,44.713684,0.815127,-0.579283
514,53.426434,94.804062,0.871503,0.490390
515,34.352566,97.716187,-0.940631,0.339432
516,67.660034,93.389709,-0.965839,0.259143
517,35.783100,62.658047,-0.250018,0.968241
518,1.533794,41.670982,-0.488687,0.872459
519,11.998614,28.080334,-0.888652,-0.458582
520,63.619156,33.223255,0.731170,-0.682196
521,67.400993,77.046181,0.205604,0.978635
522,38.122768,25.739208,-0.394702,-0.918809
523,0.594408,48.771347,-0.226322,-0.974053
524,0.677805,79.359489,0.231998,0.972716
525,66.983109,8.308844,-0.427458,0.904035
526,54.090252,13.045607,-0.990978,-0.134023
527,89.384590,52.163479,-0.472222,-0.881480
528,81.048309,17.186104,-0.979336,0.202239
529,40.796360,34.085819,-0.948654,-0.316316
530,15.622022,12.849307,-0.981955,-0.189116
531,43.047970,32.553432,-0.925274,0.379299
532,69.549065,6.200610,0.016978,0.999856
533,90.911308,73.355438,-0.210751,-0.977540
534,83.490746,47.772373,0.598467,-0.801147
535,34.799179,19.247591,-0.074366,-0.997231
536,82.561958,92.956055,-0.557404,0.830241
537,10.877426,67.709908,-0.642980,0.765883
538,86.571045,68.551453,0.123823,-0.992304
539,61.957493,29.500586,-0.564511,0.825425
540,77.351105,88.185890,0.263706,0.964603
541,57.841553,39.527702,-0.186896,0.982380
542,70.465866,29.986876,0.935561,0.353165
543,50.230526,5.133985,-0.961112,0.276158
544,3.814890,48.833870,0.925801,0.378013
545,85.942825,78.787491,0.691063,-0.722795
546,92.142632,34.021721,-0.940372,0.340148
547,81.474037,79.185715,0.332646,-0.943052
548,37.486492,6.457945,0.891746,0.452536
549,24.394646,96.525711,0.075698,0.997131
550,65.905762,9.514004,0.958447,-0.285272
551,79.385094,95.351128,0.630220,0.776417
552,61.413033,55.669945,0.023566,0.999722
553,61.914558,63.408573,-0.881762,-0.471695
554,77.504631,98.121124,-0.627038,0.778988
555,38.325317,60.997581,-0.121794,0.992555
556,58.908875,7.938761,-0.871843,0.489785
557,68.123512,31.512114,-0.440694,-0.897657
558,59.643764,34.939816,-0.598897,-0.800826
559,51.343002,0.389425,-0.091088,-0.995843
560,45.725086,53.518208,-0.981191,0.193041
561,95.187569,4.334372,-0.869674,-0.493627
562,34.523983,28.526564,-0.994820,0.101657
563,97.102486,31.759308,0.022215,0.999753
564,21.743551,28.028513,-0.838990,-0.544146
565,7.620008,3.859184,0.887596,0.460622
566,53.109066,23.377096,0.822880,0.568216
567,34.985249,16.323895,-0.903704,-0.428157
568,44.470604,64.131752,0.683540,-0.729913
569,40.635765,42.384884,-0.544708,-0.838626
570,15.573058,95.703087,0.308542,-0.951211
571,7.443639,25.039560,0.682670,-0.730727
572,76.546188,99.800903,-0.174049,0.984737
573,13.668808,97.909164,0.074521,-0.997219
574,59.490471,56.467186,-0.942282,0.334821
575,10.349584,89.674774,-0.514898,-0.857252
576,26.898602,12.525632,0.735497,-0.677528
577,51.228577,14.840796,-0.370612,0.928788
578,32.689449,34.862576,-0.569688,-0.821861
579,60.502346,12.596718,-0.372981,0.927839
580,91.508240,73.565361,0.847559,-0.530701
581,40.442074,28.316401,-0.194227,-0.980957
582,8.957363,20.610151,0.604071,0.796931
583,70.786072,63.819614,-0.816314,0.577609
584,1.468371,53.887264,-0.979010,-0.203811
585,21.818871,89.700836,-0.230107,-0.973165
586,97.925339,55.945236,-0.089052,-0.996027
587,57.023647,29.270985,-0.910118,-0.414348
588,70.216949,54.786236,-0.756171,0.654375
589,22.595030,53.346138,-0.725167,0.688573
590,60.321976,61.250797,0.144288,-0.989536
591,28.929850,35.602440,0.576068,-0.817402
592,32.817581,67.030769,0.193552,0.981090
593,38.862633,14.173030,-0.893964,0.448139
594,37.139084,43.961777,-0.900837,-0.434158
595,26.882431,9.142497,-0.980554,0.196249
596,8.263220,71.844109,0.392394,-0.919797
597,24.395069,8.916245,0.955675,0.294423
598,57.165894,6.738861,0.695322,-0.718698
599,78.603271,11.972693,-0.955496,-0.295003
600,13.809423,43.037189,0.474766,-0.880112
601,52.816994,89.006699,0.634010,0.773325
602,4.735754,75.356003,0.921382,-0.388657
603,91.829880,67.395905,-0.935862,-0.352366
604,43.484230,71.354843,-0.823770,0.566924
605,97.259689,28.862183,-0.818272,-0.574831
